Team,Year,Player,Salary
CHA,2014,Kemba Walker,2568360
CHA,2014,Brendan Haywood,2050000
CHA,2014,Jannero Pargo,1399507
CHA,2014,Anthony Tolliver,1027424
CHA,2014,Jeff Adrien,916099
CHA,2014,Jeff Taylor,788872
ORL,2014,Hedo Turkoglu,12000000
ORL,2014,Jameer Nelson,8600000
ORL,2014,Arron Afflalo,7312500
ORL,2014,Glen Davis,6400000
ORL,2014,Victor Oladipo,4763760
ORL,2014,Al Harrington,3574300
ORL,2014,Quentin Richardson,2808600
ORL,2014,Jason Maxiell,2500000
ORL,2014,Maurice Harkless,1809840
ORL,2014,Nikola Vucevic,1793520
ORL,2014,Tobias Harris,1545840
ORL,2014,Andrew Nicholson,1482000
ORL,2014,Ronnie Price,1265977
ORL,2014,E'Twaun Moore,884293
ORL,2014,Kyle O'Quinn,788872
ORL,2014,Doron Lamb,788872
CLE,2014,Anderson Varejao,9036364
CLE,2014,Jarrett Jack,6300000
CLE,2014,Kyrie Irving,5607240
CLE,2014,Anthony Bennett,5324280
CLE,2014,Earl Clark,4250000
CLE,2014,Tristan Thompson,4062000
CLE,2014,Dion Waiters,3894240
CLE,2014,Alonzo Gee,3250000
CLE,2014,C.J. Miles,2225000
CLE,2014,Tyler Zeller,1633440
CLE,2014,Sergey Karasev,1467840
MIL,2014,O.J. Mayo,8000000
MIL,2014,Ersan Ilyasova,7900000
MIL,2014,Zaza Pachulia,5200000
MIL,2014,Ekpe Udoh,4469548
MIL,2014,Luke Ridnour,4320000
MIL,2014,Gary Neal,3250000
MIL,2014,Carlos Delfino,3250000
MIL,2014,Larry Sanders,3053368
MIL,2014,Brandon Knight,2793960
MIL,2014,John Henson,1905360
MIL,2014,Giannis Antetokounmpo,1792560
MIL,2014,Viacheslav Kravtsov,1500000
MIL,2014,Ishmael Smith,951463
MIL,2014,Khris Middleton,788872
IND,2014,Roy Hibbert,14283844
IND,2014,David West,12000000
IND,2014,George Hill,8000000
IND,2014,Luis Scola,4508504
IND,2014,Ian Mahinmi,4000000
IND,2014,Paul George,3282003
IND,2014,Chris Copeland,3000000
IND,2014,C.J. Watson,2016000
IND,2014,Solomon Hill,1246680
IND,2014,Lance Stephenson,1005000
IND,2014,Donald Sloan,884293
IND,2014,Orlando Johnson,788872
CHI,2014,Derrick Rose,17632688
CHI,2014,Carlos Boozer,15300000
CHI,2014,Luol Deng,14275000
CHI,2014,Joakim Noah,11100000
CHI,2014,Taj Gibson,7550000
CHI,2014,Andrew Bynum,6000000
CHI,2014,Kirk Hinrich,4059000
CHI,2014,Mike Dunleavy,3183000
CHI,2014,Tony Snell,1409040
CHI,2014,Nazr Mohammed,1399507
CHI,2014,Jimmy Butler,1112880
CHI,2014,Marquis Teague,1074720
CHI,2014,Richard Hamilton,1000000
DET,2014,Josh Smith,13500000
DET,2014,Charlie Villanueva,8580000
DET,2014,Rodney Stuckey,8500000
DET,2014,Brandon Jennings,7655503
DET,2014,Jonas Jerebko,4500000
DET,2014,Greg Monroe,4086454
DET,2014,Will Bynum,2790343
DET,2014,Kentavious Caldwell-Pope,2653080
DET,2014,Chauncey Billups,2500000
DET,2014,Andre Drummond,2462400
DET,2014,Kyle Singler,1045000
DET,2014,Josh Harrellson,884293
UTA,2014,Richard Jefferson,11046000
UTA,2014,Andris Biedrins,9000000
UTA,2014,Marvin Williams,7500000
UTA,2014,Derrick Favors,6008196
UTA,2014,Enes Kanter,4505280
UTA,2014,Brandon Rush,4000000
UTA,2014,Gordon Hayward,3452183
UTA,2014,Trey Burke,2438760
UTA,2014,Alec Burks,2202000
UTA,2014,Jeremy Evans,1660257
UTA,2014,John Lucas,1600000
UTA,2014,Rudy Gobert,1078800
OKC,2014,Kevin Durant,17832627
OKC,2014,Russell Westbrook,14693906
OKC,2014,Serge Ibaka,12250000
OKC,2014,Kendrick Perkins,8477437
OKC,2014,Thabo Sefolosha,3900000
OKC,2014,Nick Collison,2585668
OKC,2014,Jeremy Lamb,2111160
OKC,2014,Steven Adams,2090880
OKC,2014,Derek Fisher,1399507
OKC,2014,Reggie Jackson,1260360
OKC,2014,Hasheem Thabeet,1200000
OKC,2014,Ryan Gomes,1186459
OKC,2014,Andre Roberson,1110840
OKC,2014,Perry Jones,1082520
POR,2014,LaMarcus Aldridge,14128000
POR,2014,Nicolas Batum,11295250
POR,2014,Wesley Matthews,6875480
POR,2014,Robin Lopez,5904261
POR,2014,Thomas Robinson,3526440
POR,2014,Damian Lillard,3202920
POR,2014,Dorell Wright,3000000
POR,2014,Joel Freeland,2897976
POR,2014,Mo Williams,2652000
POR,2014,C.J. McCollum,2316720
POR,2014,Meyers Leonard,2222160
POR,2014,Earl Watson,1399507
POR,2014,Victor Claver,1330000
POR,2014,Will Barton,788872
DEN,2014,Ty Lawson,10786517
DEN,2014,JaVale McGee,10750000
DEN,2014,Danilo Gallinari,10146925
DEN,2014,Wilson Chandler,6344164
DEN,2014,J.J. Hickson,5150000
DEN,2014,Andre Miller,5000000
DEN,2014,Timofey Mozgov,4400000
DEN,2014,Darrell Arthur,3231683
DEN,2014,Randy Foye,3000000
DEN,2014,Nate Robinson,2016000
DEN,2014,Anthony Randolph,1750000
DEN,2014,Evan Fournier,1422720
DEN,2014,Kenneth Faried,1367640
DEN,2014,Jordan Hamilton,1169880
DEN,2014,Quincy Miller,788872
MIN,2014,Kevin Love,14693906
MIN,2014,Nikola Pekovic,12100000
MIN,2014,Kevin Martin,6500000
MIN,2014,Derrick Williams,5016960
MIN,2014,Chase Budinger,5000000
MIN,2014,Jose Barea,4687000
MIN,2014,Corey Brewer,4500000
MIN,2014,Ricky Rubio,4002120
MIN,2014,Alexey Shved,3150000
MIN,2014,Dante Cunningham,2180000
MIN,2014,Shabazz Muhammad,1887120
MIN,2014,Ronny Turiaf,1500000
MIN,2014,Gorgui Dieng,1352640
MIN,2014,Chris Johnson,916099
SAS,2014,Tony Parker,12500000
SAS,2014,Tim Duncan,10361446
SAS,2014,Tiago Splitter,10000000
SAS,2014,Manu Ginobili,7500000
SAS,2014,Boris Diaw,4702500
SAS,2014,Matt Bonner,3945000
SAS,2014,Danny Green,3762500
SAS,2014,Marco Belinelli,2750000
SAS,2014,Kawhi Leonard,1887840
SAS,2014,Jeff Ayres,1750000
SAS,2014,Nando De Colo,1463000
SAS,2014,Patrick Mills,1133950
SAS,2014,Cory Joseph,1120920
SAS,2014,Aron Baynes,788872
HOU,2014,Dwight Howard,20513178
HOU,2014,James Harden,13701250
HOU,2014,Jeremy Lin,8374646
HOU,2014,Omer Asik,8374646
HOU,2014,Terrence Jones,1551840
HOU,2014,Donatas Motiejunas,1422720
HOU,2014,Marcus Camby,1399507
HOU,2014,Francisco Garcia,1265977
HOU,2014,Ronnie Brewer,1186459
HOU,2014,Aaron Brooks,1027424
HOU,2014,Omri Casspi,947907
HOU,2014,Reggie Williams,947907
HOU,2014,Chandler Parsons,926500
HOU,2014,Greg Smith,884293
HOU,2014,Patrick Beverley,788872
HOU,2014,Tyler Honeycutt,100000
MEM,2014,Zach Randolph,17800000
MEM,2014,Marc Gasol,14860523
MEM,2014,Mike Conley,8000001
MEM,2014,Tayshaun Prince,7235955
MEM,2014,Courtney Lee,5225000
MEM,2014,Tony Allen,4494382
MEM,2014,Ed Davis,3153860
MEM,2014,Jerryd Bayless,3135000
MEM,2014,Kosta Koufos,3000000
MEM,2014,Quincy Pondexter,2225479
MEM,2014,Mike Miller,1399507
MEM,2014,Fab Melo,1311240
MEM,2014,Tony Wroten,1160040
MEM,2014,Josh Akognon,788872
NOP,2014,Eric Gordon,14283844
NOP,2014,Tyreke Evans,10300000
NOP,2014,Jrue Holiday,9213484
NOP,2014,Ryan Anderson,8308500
NOP,2014,Anthony Davis,5375760
NOP,2014,Al-Farouq Aminu,3700000
NOP,2014,Greg Stiemsma,2676000
NOP,2014,Jason Smith,2500000
NOP,2014,Austin Rivers,2339040
NOP,2014,Anthony Morrow,1027424
NOP,2014,Lance Thomas,884293
NOP,2014,Brian Roberts,788872
NOP,2014,Darius Miller,788872
DAL,2014,Dirk Nowitzki,22721381
DAL,2014,Shawn Marion,9316796
DAL,2014,Monta Ellis,8000000
DAL,2014,Jose Calderon,6791570
DAL,2014,Brandan Wright,5000000
DAL,2014,Samuel Dalembert,3700748
DAL,2014,Vince Carter,3180000
DAL,2014,Wayne Ellington,2652000
DAL,2014,Shane Larkin,1536960
DAL,2014,Devin Harris,1272279
DAL,2014,DeJuan Blair,947907
DAL,2014,Jae Crowder,788872
DAL,2014,Bernard James,788872
DAL,2014,Fab Melo,788872
GSW,2014,Andrew Bogut,14000000
GSW,2014,David Lee,13878000
GSW,2014,Andre Iguodala,12868632
GSW,2014,Stephen Curry,9887642
GSW,2014,Marreese Speights,3500000
GSW,2014,Harrison Barnes,2923920
GSW,2014,Klay Thompson,2317920
GSW,2014,Jermaine O'Neal,2000000
GSW,2014,Toney Douglas,1600000
GSW,2014,Festus Ezeli,1066920
GSW,2014,Nemanja Nedovic,1056720
GSW,2014,Draymond Green,875500
GSW,2014,Kent Bazemore,788872
LAC,2014,Chris Paul,18668431
LAC,2014,Blake Griffin,16441500
LAC,2014,DeAndre Jordan,10986550
LAC,2014,J.J. Redick,6300000
LAC,2014,Jamal Crawford,5225000
LAC,2014,Jared Dudley,4250000
LAC,2014,Matt Barnes,3250000
LAC,2014,Darren Collison,1900000
LAC,2014,Willie Green,1399507
LAC,2014,Antawn Jamison,1399507
LAC,2014,Ryan Hollins,1186459
LAC,2014,Reggie Bullock,1149000
LAC,2014,Byron Mullens,947907
SAC,2014,Rudy Gay,17888931
SAC,2014,Marcus Thornton,8050000
SAC,2014,John Salmons,7583000
SAC,2014,Carl Landry,6500000
SAC,2014,Chuck Hayes,5722500
SAC,2014,Jason Thompson,5643750
SAC,2014,DeMarcus Cousins,4916974
SAC,2014,Luc Mbah a Moute,4588384
SAC,2014,Aaron Brooks,3396250
SAC,2014,Patrick Patterson,3105302
SAC,2014,Travis Outlaw,3000000
SAC,2014,Ben McLemore,2895960
SAC,2014,Jimmer Fredette,2439840
SAC,2014,Greivis Vasquez,2150188
SAC,2014,Isaiah Thomas,884293
LAL,2014,Kobe Bryant,30453805
LAL,2014,Pau Gasol,19285850
LAL,2014,Steve Nash,9300500
LAL,2014,Steve Blake,4000000
LAL,2014,Jordan Hill,3563600
LAL,2014,Chris Kaman,3183000
LAL,2014,Jodie Meeks,1550000
LAL,2014,Chris Duhon,1500000
LAL,2014,Nick Young,1106942
LAL,2014,Jordan Farmar,1106941
LAL,2014,Wesley Johnson,916099
LAL,2014,Robert Sacre,788872
PHO,2014,Emeka Okafor,14487500
PHO,2014,Caron Butler,8000000
PHO,2014,Goran Dragic,7500000
PHO,2014,Channing Frye,6400000
PHO,2014,Michael Beasley,4666667
PHO,2014,Gerald Green,3500000
PHO,2014,Shannon Brown,3500000
PHO,2014,Alex Len,3492720
PHO,2014,Eric Bledsoe,2626473
PHO,2014,Markieff Morris,2091840
PHO,2014,Kendall Marshall,2005560
PHO,2014,Marcus Morris,1987320
PHO,2014,Miles Plumlee,1121520
PHO,2014,Archie Goodwin,1064400
PHO,2014,P.J. Tucker,884293
PHO,2014,Malcolm Lee,884293
PHO,2014,Hamed Haddadi,200000
BOS,2015,Gerald Wallace,10105855
BOS,2015,Isaiah Thomas,7238606
BOS,2015,Avery Bradley,7191011
BOS,2015,Brandon Bass,6900000
BOS,2015,Jonas Jerebko,4500000
BOS,2015,Marcus Smart,3283320
BOS,2015,Evan Turner,3278000
BOS,2015,Will Bynum,2915908
BOS,2015,Nate Robinson,2106720
BOS,2015,Vitor Faverani,2090000
BOS,2015,Kelly Olynyk,2075760
BOS,2015,Luigi Datome,1750000
BOS,2015,Tyler Zeller,1703760
BOS,2015,James Young,1674480
BOS,2015,Jared Sullinger,1424520
BOS,2015,Jae Crowder,915243
BOS,2015,Chris Douglas-Roberts,915243
BOS,2015,Phil Pressey,816482
BOS,2015,Erik Murphy,100000
BOS,2015,Andre Dawkins,59686
BOS,2015,Chris Babb,48028
TOR,2015,Kyle Lowry,12000000
TOR,2015,DeMar DeRozan,9500000
TOR,2015,Amir Johnson,7000000
TOR,2015,Greivis Vasquez,6400000
TOR,2015,Landry Fields,6250000
TOR,2015,Chuck Hayes,5958750
TOR,2015,Patrick Patterson,5831326
TOR,2015,Lou Williams,5450000
TOR,2015,Jonas Valanciunas,3678360
TOR,2015,Tyler Hansbrough,3326235
TOR,2015,Terrence Ross,2793960
TOR,2015,James Johnson,2500000
TOR,2015,Lucas Nogueira,1762680
TOR,2015,Bruno Caboclo,1458360
TOR,2015,Greg Stiemsma,981084
TOR,2015,Marcus Camby,646609
TOR,2015,Will Cherry,25000
NYK,2015,Amar'e Stoudemire,23410988
NYK,2015,Carmelo Anthony,22458000
NYK,2015,Andrea Bargnani,11500000
NYK,2015,Jose Calderon,7097191
NYK,2015,Samuel Dalembert,3867282
NYK,2015,Alexey Shved,3282056
NYK,2015,Jason Smith,3278000
NYK,2015,Shane Larkin,1606080
NYK,2015,Tim Hardaway,1250640
NYK,2015,Arnett Moultrie,1136160
NYK,2015,Cole Aldrich,981084
NYK,2015,Quincy Acy,915243
NYK,2015,Cleanthony Early,507336
NYK,2015,Travis Wear,507336
NYK,2015,Louis Amundson,409167
NYK,2015,Lance Thomas,403784
NYK,2015,Langston Galloway,235762
NYK,2015,Ricky Ledo,96056
NYK,2015,Alex Kirk,65000
NYK,2015,Orlando Sanchez,15000
PHI,2015,JaVale McGee,11250000
PHI,2015,Jason Richardson,6601125
PHI,2015,Joel Embiid,4427640
PHI,2015,Luc Mbah a Moute,4382576
PHI,2015,Thomas Robinson,3678360
PHI,2015,Andrei Kirilenko,3326235
PHI,2015,Nerlens Noel,3315120
PHI,2015,Furkan Aldemir,3000000
PHI,2015,Travis Outlaw,3000000
PHI,2015,Eric Maynor,2106720
PHI,2015,Ronny Turiaf,1500000
PHI,2015,Tony Wroten,1210080
PHI,2015,Marquis Teague,1120920
PHI,2015,Robert Covington,1000000
PHI,2015,Ish Smith,981084
PHI,2015,Henry Sims,915243
PHI,2015,Jerami Grant,884879
PHI,2015,Isaiah Canaan,816482
PHI,2015,Hollis Thompson,816482
PHI,2015,JaKarr Sampson,507336
PHI,2015,Glenn Robinson,507336
PHI,2015,Malcolm Thomas,474000
PHI,2015,Pierre Jackson,400000
PHI,2015,Jarvis Varnado,75000
PHI,2015,Larry Drew,59686
PHI,2015,Tim Frazier,59686
PHI,2015,Drew Gordon,40000
BRK,2015,Joe Johnson,23180790
BRK,2015,Deron Williams,19754465
BRK,2015,Brook Lopez,15719063
BRK,2015,Thaddeus Young,9410870
BRK,2015,Jarrett Jack,6300000
BRK,2015,Travis Outlaw,4000000
BRK,2015,Mirza Teletovic,3368100
BRK,2015,Bojan Bogdanovic,3278000
BRK,2015,Sergey Karasev,1533840
BRK,2015,Mason Plumlee,1357080
BRK,2015,Alan Anderson,1276061
BRK,2015,Jerome Jordan,915243
BRK,2015,Darius Morris,702756
BRK,2015,Markel Brown,507336
BRK,2015,Cory Jefferson,507336
BRK,2015,Earl Clark,62552
WAS,2015,John Wall,14746000
WAS,2015,Nene Hilario,13000000
WAS,2015,Marcin Gortat,10434782
WAS,2015,Andray Blatche,8471339
WAS,2015,Martell Webster,5381750
WAS,2015,Paul Pierce,5305000
WAS,2015,Bradley Beal,4505280
WAS,2015,Otto Porter,4470480
WAS,2015,Kris Humphries,4300000
WAS,2015,Kevin Seraphin,3898692
WAS,2015,Ramon Sessions,2077000
WAS,2015,DeJuan Blair,2000000
WAS,2015,Rasual Butler,1448490
WAS,2015,Drew Gooden,1448000
WAS,2015,Garrett Temple,981084
WAS,2015,Glen Rice,400000
WAS,2015,Will Bynum,144468
WAS,2015,Toure' Murry,96056
ATL,2015,Al Horford,12000000
ATL,2015,Paul Millsap,9500000
ATL,2015,Jeff Teague,8000000
ATL,2015,Kyle Korver,6253521
ATL,2015,Thabo Sefolosha,4150000
ATL,2015,Mike Scott,3333333
ATL,2015,DeMarre Carroll,2442455
ATL,2015,Shelvin Mack,2433333
ATL,2015,Kent Bazemore,2000000
ATL,2015,Elton Brand,2000000
ATL,2015,Dennis Schroder,1690680
ATL,2015,John Jenkins,1312920
ATL,2015,Pero Antic,1250000
ATL,2015,John Salmons,1000000
ATL,2015,Mike Muscala,816482
ATL,2015,Austin Daye,125104
ATL,2015,Jarell Eddie,29843
MIA,2015,Chris Bosh,20644400
MIA,2015,Dwyane Wade,15000000
MIA,2015,Luol Deng,9714461
MIA,2015,Goran Dragic,7500000
MIA,2015,Mike Miller,6600000
MIA,2015,Chris Andersen,5375000
MIA,2015,Josh McRoberts,5305000
MIA,2015,Mario Chalmers,4000000
MIA,2015,Udonis Haslem,2732000
MIA,2015,Zoran Dragic,1962103
MIA,2015,Shabazz Napier,1238640
MIA,2015,Hassan Whiteside,769881
MIA,2015,James Ennis,507336
MIA,2015,Tyler Johnson,507336
MIA,2015,Michael Beasley,330226
MIA,2015,Henry Walker,115422
MIA,2015,Khem Birch,50000
CHO,2015,Al Jefferson,13666667
CHO,2015,Tyrus Thomas,9388000
CHO,2015,Lance Stephenson,9000000
CHO,2015,Marvin Williams,7000000
CHO,2015,Gerald Henderson,6000000
CHO,2015,Michael Kidd-Gilchrist,5016960
CHO,2015,Cody Zeller,4030560
CHO,2015,Bismack Biyombo,3873398
CHO,2015,Mo Williams,3750000
CHO,2015,Kemba Walker,3272091
CHO,2015,Brian Roberts,2732000
CHO,2015,Noah Vonleh,2524200
CHO,2015,Jannero Pargo,1448490
CHO,2015,Jason Maxiell,1316809
CHO,2015,P.J. Hairston,1149720
CHO,2015,Jeffery Taylor,915243
CHO,2015,Troy Daniels,816482
CHO,2015,Elliot Williams,53838
ORL,2015,Channing Frye,8175476
ORL,2015,Glen Davis,6600000
ORL,2015,Victor Oladipo,4978200
ORL,2015,Ben Gordon,4500000
ORL,2015,Aaron Gordon,3992040
ORL,2015,Al Harrington,3805000
ORL,2015,Nikola Vucevic,2751260
ORL,2015,Luke Ridnour,2750000
ORL,2015,Elfrid Payton,2397840
ORL,2015,Tobias Harris,2380594
ORL,2015,Maurice Harkless,1887840
ORL,2015,Anthony Randolph,1825359
ORL,2015,Andrew Nicholson,1545840
ORL,2015,Evan Fournier,1483920
ORL,2015,Willie Green,1448490
ORL,2015,Kyle O'Quinn,915243
ORL,2015,Devyn Marble,884879
ORL,2015,Dewayne Dedmon,816482
ORL,2015,Peyton Siva,100000
ORL,2015,Seth Curry,100000
CLE,2015,LeBron James,20644400
CLE,2015,Kevin Love,15719062
CLE,2015,Anderson Varejao,9704595
CLE,2015,Kyrie Irving,7070730
CLE,2015,J.R. Smith,6516000
CLE,2015,Tristan Thompson,5138430
CLE,2015,Timofey Mozgov,4650000
CLE,2015,Mike Miller,2732000
CLE,2015,Iman Shumpert,2616975
CLE,2015,Brendan Haywood,2213688
CLE,2015,James Jones,1448490
CLE,2015,Shawn Marion,1448490
CLE,2015,Joe Harris,884879
CLE,2015,Matthew Dellavedova,816482
CLE,2015,Kendrick Perkins,434547
MIL,2015,Larry Sanders,11000000
MIL,2015,O.J. Mayo,8000000
MIL,2015,Drew Gooden,6680000
MIL,2015,Zaza Pachulia,5200000
MIL,2015,Jabari Parker,4930560
MIL,2015,Caron Butler,4500000
MIL,2015,Jared Dudley,4250000
MIL,2015,Jerryd Bayless,3000000
MIL,2015,Michael Carter-Williams,2300040
MIL,2015,John Henson,1987320
MIL,2015,Giannis Antetokounmpo,1873200
MIL,2015,Tyler Ennis,1590720
MIL,2015,Shawne Williams,1227985
MIL,2015,Miles Plumlee,1169880
MIL,2015,Khris Middleton,915243
MIL,2015,Damien Inglis,820000
MIL,2015,Nate Wolters,816482
MIL,2015,Johnny O'Bryant,600000
MIL,2015,Kenyon Martin,414551
MIL,2015,Chris Johnson,107674
MIL,2015,Jorge Gutierrez,59686
IND,2015,Paul George,15925680
IND,2015,Roy Hibbert,14898938
IND,2015,David West,12000000
IND,2015,George Hill,8000000
IND,2015,Luis Scola,4868499
IND,2015,C.J. Miles,4205000
IND,2015,Ian Mahinmi,4000000
IND,2015,Chris Copeland,3135000
IND,2015,C.J. Watson,2106720
IND,2015,Solomon Hill,1302840
IND,2015,Rodney Stuckey,1227985
IND,2015,Damjan Rudez,1100000
IND,2015,Donald Sloan,948163
IND,2015,Lavoy Allen,948163
IND,2015,Shayne Whittington,507336
CHI,2015,Derrick Rose,18862875
CHI,2015,Carlos Boozer,13550000
CHI,2015,Joakim Noah,12200000
CHI,2015,Taj Gibson,8000000
CHI,2015,Pau Gasol,7128000
CHI,2015,Nikola Mirotic,5305000
CHI,2015,Mike Dunleavy,3326235
CHI,2015,Kirk Hinrich,2730000
CHI,2015,Doug McDermott,2277960
CHI,2015,Jimmy Butler,2008748
CHI,2015,Tony Snell,1472400
CHI,2015,Nazr Mohammed,1448490
CHI,2015,Aaron Brooks,1145685
CHI,2015,E'Twaun Moore,948163
CHI,2015,Cameron Bairstow,507336
CHI,2015,Richard Hamilton,333333
DET,2015,Josh Smith,14000000
DET,2015,Brandon Jennings,8000000
DET,2015,Ersan Ilyasova,7900000
DET,2015,Tayshaun Prince,7707865
DET,2015,Jodie Meeks,6000000
DET,2015,Greg Monroe,5479934
DET,2015,Joel Anthony,3800000
DET,2015,Anthony Tolliver,3000000
DET,2015,Kentavious Caldwell-Pope,2772480
DET,2015,Andre Drummond,2568360
DET,2015,Reggie Jackson,2204370
DET,2015,Aaron Gray,1227985
DET,2015,Cartier Martin,1145685
DET,2015,Spencer Dinwiddie,700000
DET,2015,John Lucas,123827
DET,2015,Quincy Miller,107676
UTA,2015,Gordon Hayward,14746000
UTA,2015,Derrick Favors,12833333
UTA,2015,Kendrick Perkins,9654342
UTA,2015,Trevor Booker,5000000
UTA,2015,Dante Exum,3615000
UTA,2015,Alec Burks,3034356
UTA,2015,Trey Burke,2548560
UTA,2015,Jeremy Evans,1794871
UTA,2015,Rodney Hood,1290360
UTA,2015,Rudy Gobert,1127400
UTA,2015,Carrick Felix,816482
UTA,2015,Grant Jerrett,816481
UTA,2015,Joe Ingles,507336
UTA,2015,Toure' Murry,250000
UTA,2015,Elijah Millsap,241731
UTA,2015,Jack Cooley,187357
UTA,2015,Chris Johnson,166897
UTA,2015,Bryce Cotton,152200
UTA,2015,Dee Bost,65000
UTA,2015,Dee Bost,65000
UTA,2015,Kevin Murphy,65000
UTA,2015,Elliot Williams,53838
UTA,2015,Jerrelle Benimon,29843
OKC,2015,Kevin Durant,18995624
OKC,2015,Russell Westbrook,15719062
OKC,2015,Serge Ibaka,12350000
OKC,2015,Enes Kanter,5694674
OKC,2015,Dion Waiters,4062000
OKC,2015,Steve Novak,3445946
OKC,2015,Anthony Morrow,3200000
OKC,2015,D.J. Augustin,3000000
OKC,2015,Nick Collison,2242003
OKC,2015,Jeremy Lamb,2202000
OKC,2015,Steven Adams,2184960
OKC,2015,Mitch McGary,1400040
OKC,2015,Andre Roberson,1160880
OKC,2015,Perry Jones,1129200
OKC,2015,Kyle Singler,1090000
OKC,2015,Sebastian Telfair,915243
POR,2015,Brandon Roy,19317326
POR,2015,LaMarcus Aldridge,16006000
POR,2015,Nicolas Batum,11765500
POR,2015,Arron Afflalo,7750000
POR,2015,Wesley Matthews,7245640
POR,2015,Robin Lopez,6124728
POR,2015,Chris Kaman,4800000
POR,2015,Damian Lillard,3340920
POR,2015,Dorell Wright,3150000
POR,2015,Joel Freeland,3013512
POR,2015,C.J. McCollum,2421000
POR,2015,Meyers Leonard,2317920
POR,2015,Steve Blake,2077000
POR,2015,Alonzo Gee,1063384
POR,2015,Diante Garrett,915243
POR,2015,Allen Crabbe,862000
POR,2015,Tim Frazier,50734
DEN,2015,Ty Lawson,11595506
DEN,2015,Danilo Gallinari,10854850
DEN,2015,Wilson Chandler,6757913
DEN,2015,J.J. Hickson,5381750
DEN,2015,Darrell Arthur,3457149
DEN,2015,Randy Foye,3135000
DEN,2015,Jameer Nelson,2732000
DEN,2015,Kenneth Faried,2249768
DEN,2015,Joffrey Lauvergne,1790280
DEN,2015,Jusuf Nurkic,1762680
DEN,2015,Gary Harris,1519200
DEN,2015,Victor Claver,1370000
DEN,2015,Shavlik Randolph,1227985
DEN,2015,Will Barton,915243
DEN,2015,Ian Clark,816482
DEN,2015,Erick Green,507336
DEN,2015,Quincy Miller,150000
DEN,2015,Jerrelle Benimon,35000
DEN,2015,Jamaal Franklin,19914
MIN,2015,Nikola Pekovic,12100000
MIN,2015,Kevin Garnett,12000000
MIN,2015,Kevin Martin,6792500
MIN,2015,Anthony Bennett,5563920
MIN,2015,Andrew Wiggins,5510640
MIN,2015,Ricky Rubio,5070686
MIN,2015,Chase Budinger,5000000
MIN,2015,Gary Neal,3250000
MIN,2015,Zach LaVine,2055840
MIN,2015,Shabazz Muhammad,1971960
MIN,2015,Adreian Payne,1855320
MIN,2015,Gorgui Dieng,1413480
MIN,2015,Robbie Hummel,880000
MIN,2015,Justin Hamilton,816482
MIN,2015,Lorenzo Brown,283367
MIN,2015,Miroslav Raduljica,96100
MIN,2015,Arinze Onuaku,43226
MIN,2015,Sean Kilpatrick,29843
SAS,2015,Tony Parker,12500000
SAS,2015,Tim Duncan,10000000
SAS,2015,Tiago Splitter,9250000
SAS,2015,Boris Diaw,7500000
SAS,2015,Manu Ginobili,7000000
SAS,2015,Danny Green,4025000
SAS,2015,Patrick Mills,3842105
SAS,2015,Kawhi Leonard,2894059
SAS,2015,Marco Belinelli,2873750
SAS,2015,Aron Baynes,2077000
SAS,2015,Cory Joseph,2023261
SAS,2015,Jeff Ayres,1828750
SAS,2015,Matt Bonner,1448490
SAS,2015,Kyle Anderson,1093680
SAS,2015,Austin Daye,1063384
SAS,2015,Reggie Williams,125104
SAS,2015,Bryce Cotton,50000
SAS,2015,Josh Davis,20000
HOU,2015,Dwight Howard,21436271
HOU,2015,James Harden,14728844
HOU,2015,Trevor Ariza,8579089
HOU,2015,Luis Scola,6541000
HOU,2015,Luis Scola,6172538
HOU,2015,Jason Terry,5850313
HOU,2015,Kostas Papanikolaou,4800000
HOU,2015,Corey Brewer,4702500
HOU,2015,Josh Smith,2077000
HOU,2015,Pablo Prigioni,1662961
HOU,2015,Terrence Jones,1618680
HOU,2015,Donatas Motiejunas,1483920
HOU,2015,Francisco Garcia,1316809
HOU,2015,Clint Capela,1189200
HOU,2015,Ish Smith,981084
HOU,2015,Jeff Adrien,981084
HOU,2015,Joey Dorsey,948163
HOU,2015,Patrick Beverley,915243
HOU,2015,Nick Johnson,507336
HOU,2015,K.J. McDaniels,507336
HOU,2015,Robert Covington,150000
HOU,2015,Akil Mitchell,150000
MEM,2015,Zach Randolph,16500000
MEM,2015,Marc Gasol,15829688
MEM,2015,Jeff Green,9445000
MEM,2015,Mike Conley,8894216
MEM,2015,Courtney Lee,5450000
MEM,2015,Tony Allen,4831461
MEM,2015,Vince Carter,3911981
MEM,2015,Kosta Koufos,3000000
MEM,2015,Beno Udrih,2077000
MEM,2015,Jordan Adams,1344120
MEM,2015,Jon Leuer,967500
MEM,2015,Nick Calathes,816482
MEM,2015,Russ Smith,816482
MEM,2015,Jarnell Stokes,725000
MEM,2015,Fab Melo,437080
MEM,2015,Jamaal Franklin,163296
MEM,2015,Tyrus Thomas,72234
MEM,2015,JaMychal Green,59686
NOP,2015,Eric Gordon,14898938
NOP,2015,Tyreke Evans,10763500
NOP,2015,Jrue Holiday,9904495
NOP,2015,Ryan Anderson,8491500
NOP,2015,Omer Asik,8374646
NOP,2015,Anthony Davis,5607240
NOP,2015,Quincy Pondexter,3146068
NOP,2015,Norris Cole,2038206
NOP,2015,Alexis Ajinca,981084
NOP,2015,Luke Babbitt,981084
